lake_lon_decdeg,lake_lat_decdeg,lagoslakeid,lake_namelagos
-69.7540975977,46.3191969236,8056,Saint Francis Lake
-69.1828800073,46.33427035,19412,Pillsbury Pond
-68.7732798498,46.8134671394,7956,Fish River Lake
-68.7489083199,46.5423869705,68446,Spectacle Pond
-67.8019900764,46.6974364567,7940,Monson Pond
-70.1732260919,46.3540342264,89333,NA
-69.9881925346,46.3204733724,123374,NA
-69.9503549574,46.0527526188,140416,Austin Pond
-69.9164744482,46.7289629667,7571,Presley Lake
-69.9086426962,46.0572237102,7667,Fourth Saint John Pond
-69.9061893834,46.7054096992,71483,Little Presley Lake
-69.8965201733,46.7125439856,139363,Mud Pond
-69.8778347147,46.7211967376,81971,NA
-69.8399106514,46.6587322616,38304,NA
-69.817943352,46.6283916266,109804,NA
-69.7983498943,46.2688619129,69446,NA
-69.799254367,46.6368185318,100537,NA
-69.7971222273,46.7379279067,35113,NA
-69.7836329091,46.7290207137,124432,NA
-69.6874024384,46.924999817,49808,Bruleau Pond
-69.6464805334,46.9360548511,28863,NA
-69.619576436,46.8093265701,101589,White Pond
-69.5451635804,46.3839801293,74580,NA
-69.432881904,46.8464879758,30978,NA
-69.2844080599,46.2737847372,72491,Bog Pond
-69.2258727114,46.4701075581,27825,NA
-69.2189401612,46.7420590805,48787,NA
-69.2272538079,47.2358601281,137286,NA
-69.2084935582,46.3870722922,118054,Upper Soper Pond
-69.1929767191,46.3416683889,38310,NA
-69.1930311083,46.4293965602,57042,Leadbetter Pond
-69.1970600091,47.2227349475,76695,NA
-69.1407728234,46.4875916269,105724,Upper Deadwater Pond
-69.1293381075,46.3056284911,130102,Line Pond
-69.1313490076,46.8796067863,141376,NA
-69.1079919209,46.2971919996,25814,Hay Pond
-69.1128357479,46.7799975862,106710,NA
-69.0877890555,46.7877578287,66386,NA
-69.0990850707,47.3703367179,39385,NA
-69.0982153712,47.3793121863,97505,NA
-69.0964807481,47.3811067591,62187,NA
-69.0763565993,47.1556548519,78878,Falls Brook Lake
-69.084278593,47.4030156543,32056,NA
-69.0400967999,46.3146968912,41518,NA
-69.0397975812,46.4600577584,101570,Ragged Pond
-69.0234804287,46.925140553,76691,NA
-69.0138770356,46.3184454354,110852,Chandler Brook Deadwater
-68.9961411442,46.5300345723,39387,NA
-68.9952335531,46.5711734982,52999,Mink Marsh Pond
-68.9998761413,46.5958904499,134279,Horseshoe Pond
-68.9503521129,46.5695960414,88272,Spring Brook Pond
-68.9428040252,46.5768663143,62184,Lower Deadwater Pond
-68.9376554743,46.9471499779,14206,Mud Pond
-68.9328572075,46.891964908,49801,NA
-68.9017662768,46.2702956372,104659,Kyle Pond
-68.9029701307,46.6825028694,140419,NA
-68.8830489978,46.9213972345,134277,North Pond
-68.8612821596,46.9388357568,44677,Perch Pond
-68.87582349,47.1807896224,132198,NA
-68.871295391,47.18659502,88274,NA
-68.8592962629,46.3403901019,13174,Big Marsh Pond
-68.8414124259,46.3302761259,28861,Little Marsh Pond
-68.8423674844,46.9528898243,7579,Island Pond
-68.821537977,46.9254529,138356,NA
-68.8106103347,46.5386078182,20465,NA
-68.7656403847,46.7193037865,7777,Clayton Lake
-68.7812539804,47.1779585402,92378,NA
-68.7604477068,47.1209705112,78880,NA
-68.7500808978,46.7153253542,87214,NA
-68.7428248109,46.8546917074,49803,Round Pond
-68.7331167321,46.8880957564,104658,Island Pond
-68.7396623333,47.1339798933,28862,Deer Pond
-68.7222701543,46.765590293,8187,Carr Pond
-68.7192245145,46.8637719903,70478,Moccasin Pond
-68.7216600286,46.8695997282,32054,NA
-68.726374386,47.1684802615,56030,Black Pond
-68.7038419666,46.4592925471,12160,Chandler Lake
-68.6814815446,47.1924601028,25816,NA
-68.680427127,47.2083251659,57040,NA
-68.6427863618,46.588742971,38309,NA
-68.6344957209,46.8790084896,140418,Hewes Brook Pond
-68.6469490985,47.0042928192,49807,NA
-68.612323712,46.3919721758,67448,Botting Pond
-68.6029375415,46.917098201500004,114914,Nadeau Pond
-68.5696301342,46.8810299385,9504,Mosquito Brook Pond
-68.5700158555,47.1027280157,32065,NA
-68.5614775103,47.2183129742,110853,NA
-68.5380926522,47.1275226042,51925,First Lake
-68.5162106145,46.375223015,44679,Dead Brook Deadwater
-68.5227689175,46.9373923953,23741,Pennington Pond
-68.4980330821,46.2707648952,87218,NA
-68.4648701697,46.5596567062,99563,NA
-68.4391119273,47.12088857,51924,Little California Pond
-68.3619277505,46.6311018409,123373,Mud Pond
-68.3106721273,47.256839038,64299,NA
-68.3061850714,47.2753113543,41517,Brishlotte Lake
-68.2954134785,47.0518764286,90371,NA
-68.2941524725,47.1728282347,104660,NA
-68.2367728914,46.9297178801,77759,Little Mud Pond
-68.1695872238,46.6139536816,114912,Alder Lake
-68.1366958392,46.2736164842,55038,Trout Pond
-68.1043693968,46.9551162929,127991,Gelot Pond
-68.0630965551,46.1174462636,35111,Carson Pond
-68.0526371108,46.9826667602,61175,NA
-68.0377799939,46.2016712781,32057,B Lake
-68.036676957,47.2410276526,80903,NA
-68.0174243544,46.1133174681,106715,Gould Pond
-68.0088704344,46.1358498735,7699,Bradbury Lake
-67.968993072,46.1274350259,113882,NA
-67.9591846019,46.1205083228,37245,Glancy Lake
-67.9660874387,47.0430917619,118059,Hammond Brook Lake
-67.9353830145,46.1084346256,8298,Green Pond
-67.8882084655,46.331574099,123376,Culling Pond
-67.9012637297,46.6684931133,135284,NA
-67.8969543996,46.6641368599,90419,NA
-67.8785935815,46.6007970805,104680,NA
-67.8823466919,47.0497222178,41521,NA
-67.8611093886,46.2076689943,83002,NA
-67.8657488844,46.2199163631,7757,Carry Lake
-67.8531440197,45.9973847526,138355,NA
-67.8405902318,46.4757836554,27833,Prestile Stream
-67.8496615595,46.886691211,37241,NA
-67.8347400709,46.6187603424,95463,NA
-67.8097065936,46.3850556075,111878,NA
-67.7960584622,46.6755823754,38311,Lindsay Lake
-67.7836166921,45.9657560719,76699,NA
-69.3946489642,46.5508394214,7548,Priestly Lake
-69.287764422,46.2576525162,7802,Indian Pond
-69.2135313123,46.5121725338,70476,Harrow Lake
-69.2089300343,46.4485215165,8464,Spider Lake
-68.2206688242,47.0082971599,8319,Madawaska Lake
-68.2415667156,47.2065244557,7585,Long Lake
-68.031338762,46.0944466083,7710,Meduxnekeag Lake
-70.1383689885,46.3381733939,62180,NA
-70.0455069856,46.2255100153,76693,NA
-69.9794661183,46.6328208385,130103,NA
-69.8430668478,46.6540055336,54041,NA
-69.8501041258,46.7470333524,39381,NA
-69.8132983702,46.7313836577,21539,NA
-69.8114818006,46.7294293303,76696,NA
-69.784520122,46.7264163599,58097,NA
-69.7807365624,46.8908410002,8532,NA
-69.7030850716,46.7521529386,97508,NA
-69.6540468502,46.7202263498,23738,Ed Jones Pond
-69.6500180315,46.9363513382,134281,NA
-69.5244330843,47.1638199536,141380,East Lake
-69.5119201188,46.419870595,57045,Middle Russell Pond
-69.4153858945,46.4488060502,83006,NA
-69.416601562,46.6694994681,58091,Grey Pond
-69.4067560683,46.8363936538,21538,Blue Pond
-69.3844113812,46.685553297,47728,NA
-69.3309823113,46.722604993,46685,Sweeney Pond
-69.3155782572,46.8054913307,87217,NA
-69.2454341695,46.391100531,139366,Cliff Lake
-69.2194383825,46.2870023788,112928,Woodman Pond
-69.1789011404,47.205745471,62188,NA
-69.1447767658,46.4489268907,67446,Upper Portage Pond
-69.1505051116,46.3612666998,58101,Upper Partridge Pond
-69.1033616491,46.3930341806,93456,Little Bluffer Pond
-69.1074259587,47.3596346731,121296,NA
-69.0997290778,46.2876267884,17277,May Pond
-69.0899984977,46.396413766,132195,Fifth Currier Pond
-69.099619378,46.4182523058,96494,First Currier Pond
-69.1000185495,47.3449903647,125499,Mud Pond
-69.0766224438,46.4393117667,87216,Sewall Deadwater Pond
-69.0858515772,47.4081951586,88268,NA
-69.0612924519,46.2913667285,123375,NA
-69.0574360596,46.3530715602,8462,Big Reed Pond
-69.0691193238,46.8052469681,103632,NO NAME
-69.0366373649,47.404637397,27828,NA
-69.0106484688,46.5578616047,32064,Mountain Pond
-69.0130783938,46.8454918977,16223,Big Brook Lake
-68.996201497,46.4110673458,55044,NA
-69.0052034416,46.929291609,125501,NA
-68.9593416509,46.4844460126,130107,NA
-68.9469780131,46.4305857472,121299,NA
-68.8877229045,46.4457161311,110850,NA
-68.8808908297,46.9525030463,8107,NA
-68.8312468537,46.2939910339,125504,Tilly Pond
-68.8315519938,47.0992966438,132194,NA
-68.8273139792,46.9467189329,139367,Stink Pond
-68.7695729072,46.7263817392,83005,NA
-68.7432167512,46.3459356771,119146,Isthmus Pond
-68.7352237265,46.8803438676,136291,Horseshoe Pond
-68.7011956854,46.8650148846,7555,Ferguson Pond
-68.7096829232,46.8845967848,30979,NA
-68.6753206747,47.0842661341,50869,Dickwood Lake
-68.629955913,47.2112963044,17274,Marcum Pond
-68.6137686638,46.8787414384,18323,NA
-68.5837200929,46.6092182871,114916,Pingree Pond
-68.5680404948,47.0044346714,119144,NA
-68.5636932246,47.117115696,133205,NA
-68.5526187926,47.0243467434,124434,NA
-68.5556349749,47.2163029909,22623,NA
-68.4926158383,46.3568417586,104654,McGilvry Pond
-68.4862791785,46.5419814468,50868,NA
-68.4891729751,47.2274865014,43639,NA
-68.4764572087,47.0918477787,94449,NA
-68.4597877364,46.3147749956,50865,Black Cat Pond
-68.4556268716,46.5769274586,86150,NA
-68.4603858448,47.004353902,30977,NA
-68.4371006458,46.5146814444,83004,NA
-68.3714899281,46.5206730009,72496,NA
-68.3734794868,46.7276629945,117029,NA
-68.3575705307,46.3748763788,81970,Otter Pond
-68.3539348667,46.3835439999,97507,Matherson Pond
-68.242660477,46.9001204948,56028,Salmon Brook Lake
-68.159400939,46.9826335346,135285,Fogelin Pond
-68.1684878896,47.2565904158,131133,Lavels Lake
-68.1560132717,46.6738150134,105727,NA
-68.1540810758,46.7934862339,56031,NA
-68.1542181556,47.2322440896,16226,NA
-68.0914595246,46.6543927758,20466,NA
-68.0901707491,47.2528209851,88277,NA
-68.0533548918,46.3341101833,33037,NA
-68.0476844203,46.4163186191,8180,Number Nine Lake
-68.0523579107,46.7474931255,53001,NA
-68.0109125846,46.1215027349,12161,Hannigan Pond
-67.9984389865,46.1918488258,66387,NA
-67.949931422,46.5140700442,48789,Youngs Lake
-67.929288001,46.6986070951,19415,NA
-67.9033517426,46.3280409435,19413,Alerton Lake
-67.9066325652,46.7387973604,58104,NA
-67.8762854659,46.2892895345,7478,Conroy Lake
-67.8717569316,46.3298008202,7620,Rideout Lake
-67.8471170565,46.2348332416,16222,NA
-67.8434261526,46.3490029173,119142,Jewell Lake
-67.8472880565,46.7517649027,32058,Libby Brook Pond
-67.8464846184,46.9457379644,71486,Durepo Pond
-67.8243873238,46.4803459613,12164,NA
-67.8303545768,46.6122332179,98540,Hersom Lake
-67.819155973,46.4234551657,88278,NA
-67.788213386,45.9923104577,70479,NA
-67.7848388102,46.1357750951,28859,NA
-69.1800257117,46.4733543507,8338,Pleasant Lake
-69.1849217452,46.303319337,7755,Haymock Lake
-68.3685603528,47.0682177202,7624,Square Lake
-68.0338100323,46.6548736408,7654,Arnold Brook Lake
-69.9977425361,46.660279587,26848,NA
-69.9676319293,46.0147257834,7671,Second Saint John Pond; SECOND ST JOHN POND
-69.9789886982,46.0265379654,8361,Lower First Saint John Pond; LOWER FIRST ST JOHN PD
-69.8805463369,46.1715831299,7636,Clayton Pond
-69.8512955121,46.7872780031,85093,NA
-69.8195344204,46.631542077,138353,NA
-69.8102524072,46.7192367287,117031,NA
-69.8140822408,46.7341158677,27829,NA
-69.8017810979,46.7762736468,40445,Cunliffe Pond
-69.7860847744,46.6339140688,58094,NA
-69.6214612141,46.9194135756,78875,NA
-69.5964549439,46.7670505954,32062,NA
-69.3323697772,47.2675479478,69447,NA
-69.3159206961,46.3932439488,86152,Otter Pond
-69.3199789149,46.9673161481,88270,NA
-69.2543186968,47.3471940578,67445,NA
-69.2385403367,46.2618034752,99562,Little Indian Pond
-69.2177423782,47.2374108849,102591,NA
-69.1651023902,46.5437437764,129015,NA
-69.1505177764,46.369566455,121301,Partridge Pond
-69.1247673609,46.3596242659,43637,Upper Bluffer Pond
-69.1309805027,47.4407518914,130105,NA
-69.1115203939,46.5140256441,54039,Little Pleasant Pond
-69.1145223865,46.5608532603,77760,NA
-69.1146031892,47.3335190647,64303,NA
-69.0977420794,46.4364453475,62185,NA
-69.0820054655,46.6145440797,41520,Long Pond
-69.0962851363,46.6781993184,39380,NA
-69.0971000275,47.2146920677,106713,NA
-69.0844891916,46.3961869793,39378,Sixth Currier Pond
-69.0455209396,46.3016440205,58105,Spring Pond
-69.0395708752,47.3953339025,141381,NA
-69.0470869924,47.4106201291,89329,NA
-69.0456571009,47.4166672479,136290,NA
-69.0290805074,46.884109765,70474,Mink Pond
-69.0125805451,46.3439327162,55040,Cedar Pond
-68.9939296352,46.2738326825,116075,Little Moose Pond
-68.996618324,46.3304267634,84099,NA
-68.9835172241,46.2974034606,75665,Big Caribou Pond
-68.9829916519,46.5533792959,25818,McPherson Pond
-68.96352041,46.5776489467,46682,Upper Deadwater Pond
-68.9596367846,46.6415313691,130106,Farrar Pond
-68.9484135698,46.9697985268,133208,NA
-68.8893959839,46.6396158237,120227,Pratt Lake
-68.8938891961,46.9349794313,8489,Togue Pond
-68.8717011013,46.5552362646,71485,Bartlett Pond
-68.8660857323,46.9127444812,86151,NA
-68.867091683500007,47.0275232533,56032,NA
-68.8594537787,47.0342600843,28857,NA
-68.8367669801,46.6250030014,141375,Billings Pond
-68.8101614207,46.6237418544,23742,Rowe Lake
-68.7858048092,46.5771299725,89331,Weeks Pond
-68.7328451627,46.3225096673,36145,Boody Pond
-68.7211280982,47.1850639732,58100,NA
-68.6951552758,46.7199046351,109805,Greenlaw Pond
-68.6969456646,46.8801443244,89337,NA
-68.6588597744,46.7058778876,72494,NA
-68.6274815439,47.1121115166,88275,Marcial Lake
-68.6286237557,47.1195891297,36148,Ben Lake
-68.6202732865,46.871656072,76697,NA
-68.6195413106,46.8872111099,66388,NA
-68.6151182655,47.2303882232,56029,NA
-68.5894083298,46.6836115059,49805,NA
-68.5698596781,46.9907370318,60154,NA
-68.5548486014,46.9955849142,72497,NA
-68.529064996,46.9528764117,22625,NA
-68.5379951069,47.0945995244,98538,Blake Lake
-68.5216231635,47.2624712278,90375,NA
-68.4829318707,46.620099281,90367,NA
-68.4863559514,47.1411100214,78874,NA
-68.474770912,46.5540714263,105721,NA
-68.4754870413,47.1923241041,7483,Daigle Pond; DAIGLE POND (WEST)
-68.4666521469,47.2132285018,7673,Black Lake
-68.4096753102,46.6356851626,100534,NA
-68.4091942277,47.0111665592,131137,NA
-68.4009654565,47.2580054988,41519,NA
-68.3833247947,47.2490255327,121297,NA
-68.3262236143,46.5460617901,39386,NA
-68.3162548574,46.5241173223,75661,NA
-68.2729959702,47.1965720121,50871,NA
-68.1136089958,46.2957254453,58102,North Pond
-68.110869405,46.6314637054,91374,NA
-68.1248415828,46.8217742289,120226,Churchill Lake
-68.0813789886,46.1202845466,37242,Timoney Lake
-68.0787687387,46.264536331,110849,NA
-68.0666010911,46.8105198929,29905,Caribou Lake
-68.0124094628,47.0591788359,83007,NA
-67.9856747606,46.6968360229,55035,NA
-67.984467707,46.6978805984,125500,NA
-67.9537313035,46.6424295758,49809,NA
-67.9496095435,47.0796515759,122343,NA
-67.9223818216,45.9816480373,67449,NA
-67.92977717,46.3708133845,14207,NA
-67.9209409577,46.6621496622,47727,Rand Pond
-67.9240285464,46.9271077078,85097,NA
-67.9226558552,47.0524527065,90376,NA
-67.9151723509,46.6963040289,9502,Tuttle Pond
-67.8784348318,46.3511963975,44682,NA
-67.8767039984,47.0424732448,63294,NA
-67.8674959677,46.2276852923,87220,Long Lake
-67.8338059467,46.8833962584,7876,TRAFTON LAKE
-67.8485452265,46.927529846,119148,Noyes Pond
-67.824489843,46.4008707872,72490,Portland Lake
-67.8355662353,46.5213372498,47732,NA
-67.8228518905,46.7339410909,64296,NA
-67.8215265977,46.5970298794,66389,Brown Lake
-67.808993841,46.7112370857,8349,Fischer Lake
-67.817077467,47.0440668629,121302,NA
-69.9117740248,46.2660270146,7616,Baker Lake
-69.615355423,46.4886299146,7780,Chemquasabamticook Lake; Ross Lake
-69.1463580221,46.5681281192,8176,Fourth Musquacook Lake
-68.857611545,46.2546903561,58095,Little Beaver Pond
-68.7962134173,46.282514937,7929,Millimagassett Lake
-68.1954273572,46.2988063479,93457,Saint Croix Lake
-69.5615260834,47.1867144171,141382,Lac de l'Est
-69.5122323179,47.1538224916,47730,Little East Lake
-68.2907657995,47.1540248874,7931,Mud Lake
-69.9319126171,46.6643663652,70475,Burntland Pond
-69.868472111,46.7715994213,90368,NA
-69.8507905754,46.7442830796,96501,NA
-69.8166013712,46.6900117449,64304,NA
-69.8055570912,46.6321430165,17279,NA
-69.7647044082,46.6280642057,18320,NA
-69.7405266124,46.5528196419,87219,NA
-69.7224793954,46.7741709929,27832,Houlton Pond
-69.7107951075,46.8804350767,133207,NA
-69.6713080451,46.9533965593,116021,NA
-69.5975137219,46.9186749052,11143,NA
-69.5569596115,46.7413455276,44676,Ugh Lake
-69.5223627051,46.3828876239,81975,First South Branch Russell Pond
-69.3420162928,46.8724462676,79884,NA
-69.2919675058,47.2959333067,59161,Rideout Pond
-69.2491735428,46.44021139,58092,Grass Pond
-69.2549372617,46.9933124373,73533,NA
-69.2356148905,46.6626565141,38307,Eyelet Pond
-69.2122138083,46.3412412138,104657,NA
-69.167597992,46.3700756452,95462,Lower Partridge Pond
-69.1516577539,46.4829476529,56026,Lower Deadwater Pond
-69.1530781528,46.5377542525,50867,NA
-69.1544378574,47.271449526,107749,Hafey Pond
-69.1335885008,46.3813199513,26846,NA
-69.1078217898,46.4155097527,9506,Second Currier Pond
-69.1003117148,47.376767407,78873,NA
-69.0883683191,47.3921701155,18319,NA
-69.0754653859,46.7015922923,139365,NA
-69.0653030021,46.4813395713,53004,NA
-69.0493423699,46.5230812295,127990,Lower Elbow Pond
-69.0473265641,46.4634366259,26849,Little Ragged Pond
-69.0415264154,47.4084206394,17275,NA
-69.0146901817,46.4444592283,92436,NA
-69.009590376,46.6284988183,96495,Upper McNally Pond
-69.0117159005,47.2079648677,43638,Sowish Lake
-69.0019726966,46.4882830892,129017,Little Hudson Pond
-68.9903996393,46.3037380994,132197,Jack Pond
-68.9598507691,46.291680922,88266,Elsie Pond
-68.9467693993,46.9889572411,21537,NA
-68.9323945965,46.935328104,26853,NA
-68.9310149559,47.0794564616,95459,NA
-68.8946444215,46.8912331966,27830,NA
-68.877249945,46.6239432591,54035,NA
-68.8893320976,47.0281654525,79878,Fourth Pelletier Brook Lake
-68.8716010648,46.3796550174,99560,NA
-68.8534196177,46.9437157026,7977,Upper Pond
-68.8469362193,47.068131262,114913,NA
-68.8438240001,46.9371309089,11140,NA
-68.8240577264,46.3017773816,141383,Round Pond
-68.823708965,46.5252639622,105723,NA
-68.8228399175,46.6263376667,117032,NA
-68.7925349073,46.5404021109,76694,NA
-68.795565488,46.6804526644,44678,Big Machias Lake
-68.8007862153,47.0918343542,131138,NA
-68.7836667313,46.5576991837,104656,NA
-68.7886658669,46.6021375256,29908,Round Mountain Pond
-68.7399254773,46.4224067813,47726,Chandler Deadwater
-68.7403696531,46.3859731272,122336,NA
-68.7240642295,46.7447209018,84106,Moose Pond
-68.720560254,47.1898261932,133204,NA
-68.7064473899,46.5116081299,131135,NA
-68.6876118962,47.1933123291,43636,NA
-68.6721169009,46.7199241484,138354,NA
-68.6798304852,46.7474135211,134274,Bishop Pond
-68.6551739685,46.7168434497,106714,NA
-68.594319349,46.3453856358,22626,Carry Pond
-68.6054134315,46.8676792087,32060,NA
-68.5804268279,46.8899296659,54040,NA
-68.5693297544,46.960627296,139362,NA
-68.5555880494,46.9623280382,65373,NA
-68.5278862193,46.571653617,57043,NA
-68.518742859,47.0610614732,119147,NA
-68.4944230488,46.555405724,10115,NA
-68.4671312094,46.5562505901,21536,NA
-68.4659484598,46.5616946861,30975,NA
-68.468447275,47.1898277935,8117,DAIGLE POND (EAST)
-68.4493577595,46.5487527518,16221,NA
-68.4332880233,46.513922832,80902,NA
-68.4097862876,46.3051387166,34075,Smith Pond
-68.4065423207,46.3399190524,84104,Beaver Pond
-68.4106780457,46.5126065852,76692,NA
-68.4074354926,47.2390524114,92377,NA
-68.377948198,46.5307932138,58103,NA
-68.3802891521,46.9197791556,23737,Beaver Pond
-68.3483094603,46.398305331,102589,Hall Pond
-68.3320084393,47.1925256641,13172,NA
-68.2766064715,47.084590055,32063,Carry Pond
-68.1631882678,46.6582042226,64297,NA
-68.1375123188,46.2287654507,43641,Cut Pond
-68.1147631005,46.250632947,29906,Smith Brook Pond
-68.1178234764,46.4019707017,32055,West Lake
-68.1254263697,47.1816879057,11147,Violette Pond
-68.1051622153,46.2149630954,42610,Hidden Pond
-68.0982959024,46.2115219703,100538,Mud Pond; MUD P (DUDLEY)
-68.0696087968,46.3434407479,38303,NA
-68.0592125642,46.6996277676,8447,Hanson Lake; HANSON BROOK LAKE
-68.0321332695,47.1361237973,105729,NA
-68.023121245,46.1237629106,8454,County Road Lake
-68.022181467,46.163602957,132196,Lamb Brook Pond
-68.0165398879,46.857452743,100535,NA
-67.990787341,47.0381106389,121300,NA
-67.9664122547,46.5480296139,63295,Westfield Lake
-67.9217511132,46.9303672178,112927,Malabeam Lake
-67.9293108329,47.0652264957,25819,NA
-67.9039206451,46.6740890046,8268,Lake Josephine; INDUSTRIAL WASTE POND
-67.8940614651,46.4392404425,70480,Packard Lake
-67.8914295061,46.5186000026,137285,Eastabrook Lake
-67.8997277679,46.6635275706,100542,NA
-67.8898837158,46.8164126698,77762,NA
-67.8923969094,47.0408947095,9501,Martin Lake
-67.8781815877,46.6177165212,65374,Bennett Lake
-67.8433669751,46.0199505994,109803,NA
-67.8347122425,46.3652689658,99565,NA
-67.8370268785,47.0410693994,118058,NA
-67.8030264833,46.9736944551,89330,NA
-67.7891799888,46.0666668552,78879,NA
-67.784088009,46.3617550794,108766,NA
-69.8304515643,46.7699833039,63293,Depot Lake
-69.3773788827,46.6442850321,141384,Long Lake
-69.3555693511,46.4090462562,141385,Round Pond
-68.9079959108,46.5096593243,46684,Mooseleuk Lake
-68.6152279477,46.9600409215,8040,Saint Froid Lake
-68.4984090076,46.7685239805,7609,Portage Lake
-69.0164663322,47.2341200812,141386,McKeon Pond; Glazier Lake
-67.9240632902,46.0999364036,7668,Nickerson Lake
-70.1451312618,46.3422612387,118056,NA
-69.9537077269,46.4251477087,11142,NA
-69.882143119,46.028945599,28860,Summit Pond
-69.8640958615,46.7216861529,9507,NA
-69.8504353189,46.2553266927,131139,NA
-69.8194947116,46.6761973117,23736,NA
-69.8363032146,46.7380978431,55043,NA
-69.8073413945,46.6315310173,94451,NA
-69.8112393835,46.6874282951,107748,NA
-69.8064187337,46.6853939911,15234,NA
-69.8066062648,46.7155055703,59157,NA
-69.7737214005,46.7585505034,8093,Linscott Pond
-69.6858895362,46.8721492698,72495,NA
-69.6012275481,46.7793261463,96496,NA
-69.5598523997,46.4211073978,123377,Upper Russell Pond
-69.4652164284,46.4212173457,59159,Clarkson Pond
-69.4679082609,47.0366333953,122337,NA
-69.430421912,46.6580598613,100536,NA
-69.286315579,47.1648137481,77761,Fox Pond
-69.2527722864,46.3523312198,107750,NA
-69.2261734509,46.3724109412,84101,Soper Pond
-69.2175463055,47.2351203457,88269,NA
-69.2081247095,47.4522862986,85091,NA
-69.1852745885,46.385957703,41515,NA
-69.166460004,46.4491534766,21540,Lower Portage Pond
-69.1783721334,47.2003034066,141379,NA
-69.1528205468,46.3279108562,7936,Little Pillsbury Pond
-69.1281881463,46.3784880784,20467,NA
-69.1145871751,46.4314244982,8136,Echo Lake
-69.1043398184,47.361356706,34074,NA
-69.0557762021,46.7818404114,122335,Sag Pond
-69.0639865542,47.4275163023,111875,NA
-69.0191300052,46.3409071989,23734,Black Spruce Pond
-68.925309607,46.9813366736,114911,Sixth Pelletier Brook Lake
-68.9292224604,47.0600156834,35112,NA
-68.9052791145,47.0602182311,8398,First Pelletier Brook Lake; 1ST PELLETIER BROOK LK
-68.8858736739,46.9813561159,61174,Fifth Pelletier Brook Lake
-68.8890492161,47.1021992949,111874,NA
-68.8778262511,46.9484434406,7469,Galilee Pond
-68.855748549,46.9659729391,7821,Deboullie Pond
-68.8532986165,47.109726334,36149,NA
-68.828020842,46.3795648267,17273,Brown Pond
-68.8451716021,46.8962721556,123379,NA
-68.8346985969,47.0401915455,35114,NA
-68.8165276985,46.2747875734,56027,Soule Pond
-68.8111421744,46.9881947206,10112,NA
-68.8127563759,47.1950646661,126976,NA
-68.7665530936,47.184181299,97506,NA
-68.7640120439,47.1220460106,11145,Gilbert Ponds
-68.7189102366,46.9047168259,32059,NA
-68.6988069777,47.1048192026,8106,First Lake; FIRST WALLAGRASS LAKE
-68.666914348,46.7519872385,12162,Lost Pond
-68.6070871223,47.0153002924,42609,NA
-68.5880139959,46.5555397978,111876,NA
-68.5346411044,47.0573721675,78877,NA
-68.5095658991,46.7192915708,10116,Little Machias Lake
-68.4985082627,47.1965953084,10119,NA
-68.4852470348,46.5401121736,54038,NA
-68.4847102172,46.5585457977,122342,NA
-68.4873834004,47.1690036702,99566,NA
-68.4599600017,47.2458834726,8515,BASIL POND
-68.4600811708,46.7476017627,79885,NA
-68.4499206566,46.9184048176,60153,NA
-68.4101920494,46.5109161303,69445,NA
-68.4003478729,46.5123156905,55041,NA
-68.4016475428,46.5733705049,134278,NA
-68.3701292465,46.5251806461,97563,NA
-68.3553125306,47.1864215664,43642,Dickey Pond
-68.364277945,47.2828727322,26852,NA
-68.3233624858,46.5656487357,7754,SQUAPAN LAKE
-68.2047806694,46.9291426556,124437,Mud Lake
-68.1565241031,46.7927018716,90372,Mill Pond
-68.1323258018,46.8154463786,37244,Plissey Lake
-68.0662857538,46.3940689617,140415,NA
-68.0603816914,46.7527507032,104655,NA
-68.0352606561,46.6202758442,112926,NA
-68.0295224082,46.9382112169,119143,Violette Pond
-68.004021535,47.0113365637,57039,NA
-67.9863297575,46.5677126742,70481,NA
-67.9840351908,47.0040993144,56025,Dubay Lake
-67.9920331271,47.1312846351,53005,Violette Lake
-67.9738746348,47.0502543877,78881,NA
-67.9517572131,46.550357495,117052,NA
-67.9247362263,46.4139112542,79886,NA
-67.8857248792,45.9475076908,11146,NA
-67.8851543648,46.3250519563,38306,NA
-67.9004339769,46.6645847269,139361,NA
-67.867653709,45.9945400333,37243,NA
-67.8703965031,46.2830822094,84105,NA
-67.8620970476,46.2051820495,30976,NA
-67.8656465605,46.2246030224,27827,NA
-67.8641245206,47.0152892817,118057,Deer Lake
-67.8499144407,47.0426132825,110906,NA
-67.811756311,45.9914898622,57047,NA
-67.8057752143,46.862990693,79882,NA
-67.8058331125,46.9772030845,16219,Pierce Lake
-67.7904290323,46.3881817412,124438,NA
-69.3477757635,46.3258884627,8453,Eagle Lake; Heron-Churchill Lakes; Churchill Lake
-69.3084987107,46.4458178929,141387,Churchill Lake
-69.1843892418,46.6721321591,141388,First Musquacook Lake
-69.0531262574,46.4150277143,141389,Chase Lake
-68.8903033729,46.9618299268,7502,Gardner Pond
-68.5813967901,46.3655855009,10114,LaPomkeag Lake
-69.2632847449,47.4851922001,141390,Lac Pohénégamook
-69.983608813,46.0335264226,83003,Upper First Saint John Pond
-69.980397768,46.6984411277,136286,Beaver Pond
-69.9332351597,46.067745782,70477,NA
-69.9341480457,46.4113118364,85094,NA
-69.8363426333,46.6723577292,58098,NA
-69.8431652493,46.6884147438,90370,NA
-69.7891388307,46.1126105056,65370,Lost Pond; LOST P
